,IntervalDist,Year
2004,8,Year3
2005,4,Year3
2006,12,Year3
2007,60,Year3
2008,9,Year3
2009,8,Year3
2010,4,Year3
2011,12,Year3
2012,60,Year3
2013,40,Year3
2014,24,Year3
2015,142,Year3
2016,18,Year3
2017,4,Year3
2018,4,Year3
2019,4,Year3
2020,2,Year3
2021,1,Year3
2022,4,Year3
2023,0,Year3
2024,1,Year3
2025,40,Year3
2026,24,Year3
2027,142,Year3
2028,18,Year3
2029,4,Year3
2030,4,Year3
2031,4,Year3
2032,2,Year3
2033,1,Year3
2034,4,Year3
2035,0,Year3
2036,1,Year3
2037,22,Year3
2038,6,Year3
2039,1,Year3
2040,9,Year3
2041,7,Year3
2042,7,Year3
2043,5,Year3
2044,13,Year3
2045,28,Year3
2046,40,Year3
2047,71,Year3
2048,14,Year3
2049,13,Year3
2050,22,Year3
2051,2,Year3
2052,4,Year3
2053,1,Year3
2054,9,Year3
2055,7,Year3
2056,7,Year3
2057,5,Year3
2058,13,Year3
2059,28,Year3
2060,40,Year3
2061,71,Year3
2062,14,Year3
2063,13,Year3
2064,8,Year3
2065,6,Year3
2066,20,Year3
2067,5,Year3
2068,5,Year3
2069,3,Year3
2070,4,Year3
2071,4,Year3
2072,2,Year3
2073,2,Year3
2074,4,Year3
2075,4,Year3
2076,4,Year3
2077,5,Year3
2078,4,Year3
2079,1,Year3
2080,2,Year3
2081,4,Year3
2082,5,Year3
2083,3,Year3
2084,15,Year3
2085,4,Year3
2086,4,Year3
2087,4,Year3
2088,3,Year3
2089,5,Year3
2090,8,Year3
2091,4,Year3
2092,3,Year3
2093,14,Year3
2094,4,Year3
2095,2,Year3
2096,2,Year3
2097,4,Year3
2098,4,Year3
2099,3,Year3
2100,2,Year3
2101,2,Year3
2102,5,Year3
2103,4,Year3
2104,12,Year3
2105,3,Year3
2106,3,Year3
2107,4,Year3
2108,4,Year3
2109,4,Year3
2110,8,Year3
2111,0,Year3
2112,0,Year3
2113,0,Year3
2114,1,Year3
2115,1,Year3
2116,0,Year3
2117,1,Year3
2118,2,Year3
2119,0,Year3
2120,1,Year3
2121,2,Year3
2122,4,Year3
2123,2,Year3
2124,4,Year3
2125,2,Year3
2126,2,Year3
2127,2,Year3
2128,2,Year3
2129,2,Year3
2130,4,Year3
2131,1,Year3
2132,6,Year3
2133,1,Year3
2134,6,Year3
2135,20,Year3
2136,5,Year3
2137,5,Year3
2138,3,Year3
2139,4,Year3
2140,4,Year3
2141,2,Year3
2142,2,Year3
2143,4,Year3
2144,4,Year3
2145,4,Year3
2146,5,Year3
2147,4,Year3
2148,1,Year3
2149,2,Year3
2150,4,Year3
2151,5,Year3
2152,3,Year3
2153,15,Year3
2154,4,Year3
2155,4,Year3
2156,4,Year3
2157,3,Year3
2158,5,Year3
2159,8,Year3
2160,4,Year3
2161,3,Year3
2162,14,Year3
2163,4,Year3
2164,2,Year3
2165,2,Year3
2166,4,Year3
2167,4,Year3
2168,3,Year3
2169,2,Year3
2170,2,Year3
2171,5,Year3
2172,4,Year3
2173,12,Year3
2174,3,Year3
2175,3,Year3
2176,4,Year3
2177,4,Year3
2178,4,Year3
2179,8,Year3
2180,0,Year3
2181,0,Year3
2182,0,Year3
2183,0,Year3
2184,1,Year3
2185,0,Year3
2186,1,Year3
2187,0,Year3
2188,1,Year3
2189,2,Year3
2190,0,Year3
2191,0,Year3
2192,1,Year3
2193,2,Year3
2194,4,Year3
2195,2,Year3
2196,4,Year3
2197,2,Year3
2198,2,Year3
2199,0,Year3
2200,2,Year3
2201,2,Year3
2202,2,Year3
2203,4,Year3
2204,1,Year3
2205,26,Year3
2206,73,Year3
2207,4,Year3
2208,3,Year3
2209,4,Year3
2210,4,Year3
2211,4,Year3
2212,8,Year3
2213,4,Year3
2214,6,Year3
2215,4,Year3
2216,4,Year3
2217,4,Year3
2218,7,Year3
2219,4,Year3
2220,5,Year3
2221,6,Year3
2222,6,Year3
2223,17,Year3
2224,17,Year3
2225,4,Year3
2226,8,Year3
2227,5,Year3
2228,6,Year3
2229,4,Year3
2230,6,Year3
2231,12,Year3
2232,13,Year3
2233,12,Year3
2234,12,Year3
2235,12,Year3
2236,12,Year3
2237,12,Year3
2238,4,Year3
2239,9,Year3
2240,12,Year3
2241,4,Year3
2242,4,Year3
2243,4,Year3
2244,8,Year3
2245,4,Year3
2246,6,Year3
2247,4,Year3
2248,4,Year3
2249,4,Year3
2250,7,Year3
2251,4,Year3
2252,5,Year3
2253,6,Year3
2254,6,Year3
2255,17,Year3
2256,17,Year3
2257,4,Year3
2258,8,Year3
2259,2,Year3
2260,2,Year3
2261,6,Year3
2262,4,Year3
2263,6,Year3
2264,12,Year3
2265,13,Year3
2266,12,Year3
2267,12,Year3
2268,12,Year3
2269,12,Year3
2270,12,Year3
2271,4,Year3
2272,9,Year3
2273,12,Year3
2274,21,Year3
2275,26,Year3
2276,26,Year3
2277,6,Year3
2278,12,Year3
2279,25,Year3
2280,192,Year3
2281,53,Year3
2282,24,Year3
2283,28,Year3
2284,12,Year3
2285,1,Year3
2286,6,Year3
2287,4,Year3
2288,4,Year3
2289,8,Year3
2290,6,Year3
2291,3,Year3
2292,4,Year3
2293,3,Year3
2294,8,Year3
2295,8,Year3
2296,3,Year3
2297,5,Year3
2298,5,Year3
2299,1,Year3
2300,6,Year3
2301,53,Year3
2302,24,Year3
2303,28,Year3
2304,12,Year3
2305,0,Year3
2306,0,Year3
2307,6,Year3
2308,4,Year3
2309,4,Year3
2310,8,Year3
2311,6,Year3
2312,3,Year3
2313,4,Year3
2314,3,Year3
2315,8,Year3
2316,8,Year3
2317,3,Year3
2318,5,Year3
2319,7,Year3
2320,6,Year3
2321,5,Year3
2322,7,Year3
2323,8,Year3
2324,10,Year3
2325,8,Year3
2326,10,Year3
2327,8,Year3
2328,8,Year3
2329,8,Year3
2330,10,Year3
2331,8,Year3
2332,12,Year3
2333,9,Year3
2334,17,Year3
2335,28,Year3
2336,26,Year3
2337,33,Year3
2338,52,Year3
2339,8,Year3
2340,3,Year3
2341,5,Year3
2342,4,Year3
2343,8,Year3
2344,6,Year3
2345,4,Year3
2346,6,Year3
2347,4,Year3
2348,8,Year3
2349,2,Year3
2350,31,Year3
2351,13,Year3
2352,47,Year3
2353,52,Year3
2354,16,Year3
2355,17,Year3
2356,22,Year3
2357,6,Year3
2358,26,Year3
2359,39,Year3
2360,52,Year3
2361,6,Year3
2362,4,Year3
2363,8,Year3
2364,14,Year3
2365,13,Year3
2366,36,Year3
2367,12,Year3
2368,28,Year3
2369,1,Year3
2370,1,Year3
2371,2,Year3
2372,4,Year3
2373,4,Year3
2374,1,Year3
2375,6,Year3
2376,1,Year3
2377,4,Year3
2378,6,Year3
2379,1,Year3
2380,8,Year3
2381,2,Year3
2382,8,Year3
2383,8,Year3
2384,3,Year3
2385,4,Year3
2386,8,Year3
2387,1,Year3
2388,6,Year3
2389,8,Year3
2390,3,Year3
2391,25,Year3
2392,26,Year3
2393,40,Year3
2394,38,Year3
2395,61,Year3
2396,22,Year3
2397,1,Year3
2398,5,Year3
2399,25,Year3
2400,26,Year3
2401,40,Year3
2402,38,Year3
2403,61,Year3
2404,22,Year3
2405,1,Year3
2406,5,Year3
2407,38,Year3
2408,37,Year3
2409,52,Year3
2410,16,Year3
2411,3,Year3
2412,4,Year3
2413,7,Year3
2414,8,Year3
2415,4,Year3
2416,3,Year3
2417,5,Year3
2418,6,Year3
2419,25,Year3
2420,0,Year3
2421,4,Year3
2422,13,Year3
2423,14,Year3
2424,0,Year3
2425,7,Year3
2426,14,Year3
2427,4,Year3
2428,12,Year3
2429,18,Year3
2430,10,Year3
2431,28,Year3
2432,38,Year3
2433,7,Year3
2434,25,Year3
2435,3,Year3
2436,4,Year3
2437,0,Year3
2438,0,Year3
2439,3,Year3
2440,2,Year3
2441,1,Year3
2442,4,Year3
2443,9,Year3
2444,9,Year3
2445,4,Year3
2446,7,Year3
2447,25,Year3
2448,3,Year3
2449,4,Year3
2450,0,Year3
2451,0,Year3
2452,3,Year3
2453,2,Year3
2454,1,Year3
2455,4,Year3
2456,9,Year3
2457,9,Year3
2458,4,Year3
2459,3,Year3
2460,4,Year3
2461,3,Year3
2462,7,Year3
2463,3,Year3
2464,4,Year3
2465,6,Year3
2466,2,Year3
2467,8,Year3
2468,3,Year3
2469,7,Year3
2470,8,Year3
2471,13,Year3
2472,3,Year3
2473,4,Year3
2474,3,Year3
2475,5,Year3
2476,2,Year3
2477,1,Year3
2478,6,Year3
2479,4,Year3
2480,8,Year3
2481,7,Year3
2482,8,Year3
2483,14,Year3
2484,6,Year3
2485,9,Year3
2486,4,Year3
2487,4,Year3
2488,3,Year3
2489,4,Year3
2490,4,Year3
2491,8,Year3
2492,12,Year3
2493,11,Year3
2494,7,Year3
2495,8,Year3
2496,2,Year3
2497,3,Year3
2498,4,Year3
2499,3,Year3
2500,7,Year3
2501,3,Year3
2502,4,Year3
2503,6,Year3
2504,2,Year3
2505,12,Year3
2506,7,Year3
2507,8,Year3
2508,13,Year3
2509,3,Year3
2510,4,Year3
2511,3,Year3
2512,5,Year3
2513,2,Year3
2514,1,Year3
2515,6,Year3
2516,4,Year3
2517,8,Year3
2518,5,Year3
2519,1,Year3
2520,8,Year3
2521,14,Year3
2522,6,Year3
2523,9,Year3
2524,4,Year3
2525,4,Year3
2526,3,Year3
2527,4,Year3
2528,4,Year3
2529,8,Year3
2530,12,Year3
2531,11,Year3
2532,7,Year3
2533,8,Year3
2534,2,Year3
2535,141,Year3
2536,79,Year3
2537,4,Year3
2538,4,Year3
2539,4,Year3
2540,4,Year3
2541,4,Year3
2542,6,Year3
2543,5,Year3
2544,0,Year3
2545,3,Year3
2546,5,Year3
2547,4,Year3
2548,4,Year3
2549,10,Year3
2550,0,Year3
2551,4,Year3
2552,1,Year3
2553,0,Year3
2554,1,Year3
2555,4,Year3
2556,1,Year3
2557,2,Year3
2558,4,Year3
2559,4,Year3
2560,4,Year3
2561,4,Year3
2562,3,Year3
2563,4,Year3
2564,3,Year3
2565,2,Year3
2566,2,Year3
2567,4,Year3
2568,4,Year3
2569,4,Year3
2570,4,Year3
2571,8,Year3
2572,8,Year3
2573,12,Year3
2574,4,Year3
2575,8,Year3
2576,3,Year3
2577,8,Year3
2578,2,Year3
2579,2,Year3
2580,2,Year3
2581,6,Year3
2582,2,Year3
2583,2,Year3
2584,2,Year3
2585,4,Year3
2586,3,Year3
2587,4,Year3
2588,4,Year3
2589,4,Year3
2590,4,Year3
2591,4,Year3
2592,4,Year3
2593,4,Year3
2594,4,Year3
2595,4,Year3
2596,2,Year3
2597,3,Year3
2598,2,Year3
2599,1,Year3
2600,4,Year3
2601,7,Year3
2602,4,Year3
2603,4,Year3
2604,7,Year3
2605,6,Year3
2606,7,Year3
2607,4,Year3
2608,4,Year3
2609,6,Year3
2610,4,Year3
2611,6,Year3
2612,8,Year3
2613,24,Year3
2614,12,Year3
2615,6,Year3
2616,24,Year3
2617,20,Year3
2618,16,Year3
2619,30,Year3
2620,23,Year3
2621,3,Year3
2622,5,Year3
2623,4,Year3
2624,3,Year3
2625,4,Year3
2626,4,Year3
2627,4,Year3
2628,5,Year3
2629,4,Year3
2630,0,Year3
2631,2,Year3
2632,3,Year3
2633,12,Year3
2634,8,Year3
2635,4,Year3
2636,4,Year3
2637,4,Year3
2638,8,Year3
2639,3,Year3
2640,10,Year3
2641,6,Year3
2642,8,Year3
2643,7,Year3
2644,5,Year3
2645,8,Year3
2646,8,Year3
2647,6,Year3
2648,6,Year3
2649,5,Year3
2650,6,Year3
2651,8,Year3
2652,10,Year3
2653,8,Year3
2654,7,Year3
2655,4,Year3
2656,8,Year3
2657,9,Year3
2658,9,Year3
2659,7,Year3
2660,3,Year3
2661,4,Year3
